RefNum,Semester,DepartmentInfo,Name,TimeInfo,Credits,Professor,Description
51712,F,MARK 110 A,DIGITAL MARKETING CERTIFICATIONS,,3,* BUSA Staff,"MARK 110. DIGITAL MARKETING CERTIFICATIONS. This course will teach students how to create and measure the efficacy of their digital marketing campaigns. The course will introduce students to the power of digital marketing and digital marketing metrics and will culminate in a digital marketing certification. This course is important to anyone wanting to join a business or run one. Excel knowledge or MNGT 110 is suggested prior to or concurrent with taking this course. Semester course, three hours."
50120,F,MARK 315 A,DIGITAL MARKETING,TR 2:00 PM-3:15 PM,3,Richard D. Kocur Jr.,"MARK 315. DIGITAL MARKETING. This course provides an in-depth study of the rapidly growing and evolving area of digital marketing. In addition to understanding the basic components of digital marketing, students will focus on learning how specific elements of digital marketing, including websites, social media, and mobile technology can be utilized as integrated parts of a comprehensive marketing plan. Lecture, case studies, guest speakers, and in-class exercises will be utilized to provide understanding and relevancy of this key component within the marketing discipline. In addition, students will also explore ethical issues related to marketing in a digital world from a Christian perspective. Prerequisite: Marketing 104. Semester course, three hours."
50123,F,ENTR 328 A,CONTENT MARKETING,MWF 1:00 PM-1:50 PM,3,Tim Sweet,"MARK 328. CONTENT MARKETING. Students will probe the subject of content marketing as a core discipline for 21st century entrepreneurs. They will learn essential concepts for strategic content development and web-based thought leadership, and will acquire skills for use with practical web applications. Students will engage in a semester-long project using WordPress to publish Internet content for a company or organization, employing techniques learned in a class. The structure of the class will include two teaching sessions per week and a WordPress lab. Students may not receive credit for both Marketing 328 and Entrepreneurship 328. Fall semester only, three hours."
50124,F,MARK 411 A,MARKETING RESEARCH,TR 9:30 AM-10:45 AM,3,Laura Ritchey Havrilla,"MARK 411. MARKETING RESEARCH. An introduction to the major areas of marketing research and information from a managerial perspective. Students will learn how to determine when and what type of market research to do, what objectives to pursue, and how to assess market research learnings. Incorporating market research within the context of market information, this course explores problem definition, research design, questionnaire development, sampling, interviewing, analysis, and reporting. It incorporates key ethical issues and application of Christian values in the workplace. Prerequisites: Statistics 131, Marketing 104, and junior standing. Semester course, three hours."
50125,F,MARK 411 B,MARKETING RESEARCH,TR 11:00 AM-12:15 PM,3,Laura Ritchey Havrilla,"MARK 411. MARKETING RESEARCH. An introduction to the major areas of marketing research and information from a managerial perspective. Students will learn how to determine when and what type of market research to do, what objectives to pursue, and how to assess market research learnings. Incorporating market research within the context of market information, this course explores problem definition, research design, questionnaire development, sampling, interviewing, analysis, and reporting. It incorporates key ethical issues and application of Christian values in the workplace. Prerequisites: Statistics 131, Marketing 104, and junior standing. Semester course, three hours."
50126,F,MARK 420 A,ADVERTISING,TR 9:30 AM-10:45 AM,3,Dr. Scott K. Powell,"MARK 420. ADVERTISING. A critical exploration of the purposes and functions of advertising, public relations and sales promotion in the growth and development of the global market economy. Study focuses on the basic principles of researching, creating, and executing promotional campaigns, and includes an examination of corporate responsibility and Christian ethics in advertising. Prerequisite: Marketing 104 and junior or senior standing. Semester course, three hours."
50127,F,MARK 420 B,ADVERTISING,TR 11:00 AM-12:15 PM,3,Dr. Scott K. Powell,"MARK 420. ADVERTISING. A critical exploration of the purposes and functions of advertising, public relations and sales promotion in the growth and development of the global market economy. Study focuses on the basic principles of researching, creating, and executing promotional campaigns, and includes an examination of corporate responsibility and Christian ethics in advertising. Prerequisite: Marketing 104 and junior or senior standing. Semester course, three hours."
50973,F,MATH 110 A,COLLEGE ALGEBRA,,3,Dr. Steven Flanders,"MATH 110. COLLEGE ALGEBRA. Designed to help prepare students for success specifically in Business Calculus as well as in Pre-Calculus, this course offers a thorough treatment of linear and quadratic equations and inequalities, rational and radical equations, and functions and their graphs. A basic understanding of high school algebra is presumed. This course does not satisfy the Quantitative/Logical Reasoning requirement. Semester course, three hours."
50974,F,MATH 111 A,PRE CALCULUS,TR 12:30 PM-1:45 PM,3,Ethan Christopher Smith,"MATH 111. PRE-CALCULUS. Designed to help prepare students for success in Physics 121 or Calculus I, this course offers a thorough treatment of function theory, analytic geometry, exponential and logarithmic functions, and trigonometry. A basic understanding of high school algebra and analytic geometry is presumed. Semester course, three hours."
50976,F,MATH 118 A,FINITE MATH,TR 12:30 PM-1:45 PM,3,Dale L. McIntyre,"MATH 118. FINITE MATHEMATICS. An introduction to a variety of topics from finite mathematics such as sets, counting, basic probability and statistics, linear systems, matrix algebra, and linear programming (graphical solutions). Time permitting, additional topics such as linear programming with the simplex method, Markov chains, and game theory will be considered. Fall semester only, three hours."
50977,F,MATH 118 B,FINITE MATH,TR 2:00 PM-3:15 PM,3,Dale L. McIntyre,"MATH 118. FINITE MATHEMATICS. An introduction to a variety of topics from finite mathematics such as sets, counting, basic probability and statistics, linear systems, matrix algebra, and linear programming (graphical solutions). Time permitting, additional topics such as linear programming with the simplex method, Markov chains, and game theory will be considered. Fall semester only, three hours."
50978,F,MATH 125 A,MATHEMATICAL COMPUTING,TR 2:00 PM-3:15 PM,3,Dr. Michael A. Jackson,"MATH 125. MATHEMATICAL COMPUTING. This course serves as an introduction into the mathematics major and to thinking mathematically. The path to this thinking includes basic programming and looking at mathematical proof. Topics will include Euclidean algorithm, prime numbers, Fibonacci numbers, and polynomials. Fall Semester only, three hours."
50979,F,MATH 141 A,BUSINESS CALCULUS,MWF 9:00 AM-9:50 AM,4,Kelleen H. Bonomo,"MATH 141. BUSINESS CALCULUS. The differential and integral calculus of elementary functions with applications in business and economics. Students may not receive credit for both Mathematics 141 and 161. Mathematics 161, not 141, is the prerequisite for 162. Semester course, four hours."
50980,F,MATH 151 A,SURVEY MATHEMATICS I,MWF 12:00 PM-12:50 PM,3,Kelleen H. Bonomo,"MATH 151. SURVEY OF MATHEMATICS I. This course (along with Math 152) is a conceptual exploration of mathematical topics related to elementary and middle school mathematics, and is part of a two-course, six-hour mathematics requirement specifically designed for elementary education and early childhood majors. Content studied includes critical thinking and problem solving, logic, sets, relations and functions, numeration systems and whole-number computation, integers, and elementary number theory. Restricted to PreK-4 elementary education, PreK-8 special education, middle level education, and music education majors only. Fall semester only, three hours."
